"DONNEES - Effectifs des médecins"
"SEXE - Ensemble tous sexes confondus"
"SECT.ACTIVITE - ENSEMBLE"

;;ANNEE;"2015"
"Pays de la Loire";"Génétique médicale";"Entre 40 et 44 ans";2
"Pays de la Loire";"Génétique médicale";"Entre 45 et 49 ans";0
"Pays de la Loire";"Génétique médicale";"Entre 50 et 54 ans";2
"Pays de la Loire";"Génétique médicale";"Entre 55 et 59 ans";0
"Pays de la Loire";"Génétique médicale";"Entre 60 et 64 ans";2
"Pays de la Loire";"Génétique médicale";"Entre 65 et 69 ans";0
"Pays de la Loire";"Génétique médicale";"70 ans et plus";0
"Pays de la Loire";"Gériatrie";"Ensemble tous âges confondus";67
"Pays de la Loire";"Gériatrie";"Moins de 30 ans";0
"Pays de la Loire";"Gériatrie";"Entre 30 et 34 ans";5
"Pays de la Loire";"Gériatrie";"Entre 35 et 39 ans";6
"Pays de la Loire";"Gériatrie";"Entre 40 et 44 ans";13
"Pays de la Loire";"Gériatrie";"Entre 45 et 49 ans";12
"Pays de la Loire";"Gériatrie";"Entre 50 et 54 ans";17
"Pays de la Loire";"Gériatrie";"Entre 55 et 59 ans";6
"Pays de la Loire";"Gériatrie";"Entre 60 et 64 ans";6
"Pays de la Loire";"Gériatrie";"Entre 65 et 69 ans";1
"Pays de la Loire";"Gériatrie";"70 ans et plus";1
"Pays de la Loire";"Gynécologie médicale";"Ensemble tous âges confondus";113
"Pays de la Loire";"Gynécologie médicale";"Moins de 30 ans";2
"Pays de la Loire";"Gynécologie médicale";"Entre 30 et 34 ans";6
"Pays de la Loire";"Gynécologie médicale";"Entre 35 et 39 ans";1
"Pays de la Loire";"Gynécologie médicale";"Entre 40 et 44 ans";0
"Pays de la Loire";"Gynécologie médicale";"Entre 45 et 49 ans";0
"Pays de la Loire";"Gynécologie médicale";"Entre 50 et 54 ans";0
"Pays de la Loire";"Gynécologie médicale";"Entre 55 et 59 ans";54
"Pays de la Loire";"Gynécologie médicale";"Entre 60 et 64 ans";37
"Pays de la Loire";"Gynécologie médicale";"Entre 65 et 69 ans";13
"Pays de la Loire";"Gynécologie médicale";"70 ans et plus";0
"Pays de la Loire";"Gynécologie-obstétrique";"Ensemble tous âges confondus";211
"Pays de la Loire";"Gynécologie-obstétrique";"Moins de 30 ans";1
"Pays de la Loire";"Gynécologie-obstétrique";"Entre 30 et 34 ans";31
"Pays de la Loire";"Gynécologie-obstétrique";"Entre 35 et 39 ans";33
"Pays de la Loire";"Gynécologie-obstétrique";"Entre 40 et 44 ans";33
"Pays de la Loire";"Gynécologie-obstétrique";"Entre 45 et 49 ans";27
"Pays de la Loire";"Gynécologie-obstétrique";"Entre 50 et 54 ans";34
"Pays de la Loire";"Gynécologie-obstétrique";"Entre 55 et 59 ans";25
"Pays de la Loire";"Gynécologie-obstétrique";"Entre 60 et 64 ans";14
"Pays de la Loire";"Gynécologie-obstétrique";"Entre 65 et 69 ans";10
"Pays de la Loire";"Gynécologie-obstétrique";"70 ans et plus";3
"Pays de la Loire";"Hématologie";"Ensemble tous âges confondus";26
"Pays de la Loire";"Hématologie";"Moins de 30 ans";0
"Pays de la Loire";"Hématologie";"Entre 30 et 34 ans";4
"Pays de la Loire";"Hématologie";"Entre 35 et 39 ans";6
"Pays de la Loire";"Hématologie";"Entre 40 et 44 ans";4
"Pays de la Loire";"Hématologie";"Entre 45 et 49 ans";6
"Pays de la Loire";"Hématologie";"Entre 50 et 54 ans";5
"Pays de la Loire";"Hématologie";"Entre 55 et 59 ans";0
"Pays de la Loire";"Hématologie";"Entre 60 et 64 ans";1
"Pays de la Loire";"Hématologie";"Entre 65 et 69 ans";0
"Pays de la Loire";"Hématologie";"70 ans et plus";0
"Pays de la Loire";"Gastro-entérologie et hépatologie";"Ensemble tous âges confondus";173
"Pays de la Loire";"Gastro-entérologie et hépatologie";"Moins de 30 ans";5
"Pays de la Loire";"Gastro-entérologie et hépatologie";"Entre 30 et 34 ans";17
"Pays de la Loire";"Gastro-entérologie et hépatologie";"Entre 35 et 39 ans";18
"Pays de la Loire";"Gastro-entérologie et hépatologie";"Entre 40 et 44 ans";20
"Pays de la Loire";"Gastro-entérologie et hépatologie";"Entre 45 et 49 ans";22
"Pays de la Loire";"Gastro-entérologie et hépatologie";"Entre 50 et 54 ans";32
"Pays de la Loire";"Gastro-entérologie et hépatologie";"Entre 55 et 59 ans";28
"Pays de la Loire";"Gastro-entérologie et hépatologie";"Entre 60 et 64 ans";26
"Pays de la Loire";"Gastro-entérologie et hépatologie";"Entre 65 et 69 ans";4
"Pays de la Loire";"Gastro-entérologie et hépatologie";"70 ans et plus";1
"Pays de la Loire";"Médecine du travail";"Ensemble tous âges confondus";316
"Pays de la Loire";"Médecine du travail";"Moins de 30 ans";1
"Pays de la Loire";"Médecine du travail";"Entre 30 et 34 ans";10
"Pays de la Loire";"Médecine du travail";"Entre 35 et 39 ans";15
"Pays de la Loire";"Médecine du travail";"Entre 40 et 44 ans";16
"Pays de la Loire";"Médecine du travail";"Entre 45 et 49 ans";36
"Pays de la Loire";"Médecine du travail";"Entre 50 et 54 ans";39
"Pays de la Loire";"Médecine du travail";"Entre 55 et 59 ans";80
"Pays de la Loire";"Médecine du travail";"Entre 60 et 64 ans";89
"Pays de la Loire";"Médecine du travail";"Entre 65 et 69 ans";26
"Pays de la Loire";"Médecine du travail";"70 ans et plus";4
"Pays de la Loire";"Médecine interne";"Ensemble tous âges confondus";100
"Pays de la Loire";"Médecine interne";"Moins de 30 ans";0
"Pays de la Loire";"Médecine interne";"Entre 30 et 34 ans";8
"Pays de la Loire";"Médecine interne";"Entre 35 et 39 ans";11
"Pays de la Loire";"Médecine interne";"Entre 40 et 44 ans";9
"Pays de la Loire";"Médecine interne";"Entre 45 et 49 ans";16
"Pays de la Loire";"Médecine interne";"Entre 50 et 54 ans";16
"Pays de la Loire";"Médecine interne";"Entre 55 et 59 ans";11
"Pays de la Loire";"Médecine interne";"Entre 60 et 64 ans";16
"Pays de la Loire";"Médecine interne";"Entre 65 et 69 ans";10
"Pays de la Loire";"Médecine interne";"70 ans et plus";3
"Pays de la Loire";"Médecine nucléaire";"Ensemble tous âges confondus";35
"Pays de la Loire";"Médecine nucléaire";"Moins de 30 ans";4
"Pays de la Loire";"Médecine nucléaire";"Entre 30 et 34 ans";7
"Pays de la Loire";"Médecine nucléaire";"Entre 35 et 39 ans";8
"Pays de la Loire";"Médecine nucléaire";"Entre 40 et 44 ans";3
"Pays de la Loire";"Médecine nucléaire";"Entre 45 et 49 ans";4
"Pays de la Loire";"Médecine nucléaire";"Entre 50 et 54 ans";3
"Pays de la Loire";"Médecine nucléaire";"Entre 55 et 59 ans";1
"Pays de la Loire";"Médecine nucléaire";"Entre 60 et 64 ans";3
"Pays de la Loire";"Médecine nucléaire";"Entre 65 et 69 ans";2
"Pays de la Loire";"Médecine nucléaire";"70 ans et plus";0
"Pays de la Loire";"Médecine physique et réadaptation";"Ensemble tous âges confondus";87
"Pays de la Loire";"Médecine physique et réadaptation";"Moins de 30 ans";1
"Pays de la Loire";"Médecine physique et réadaptation";"Entre 30 et 34 ans";8
"Pays de la Loire";"Médecine physique et réadaptation";"Entre 35 et 39 ans";7
"Pays de la Loire";"Médecine physique et réadaptation";"Entre 40 et 44 ans";7
"Pays de la Loire";"Médecine physique et réadaptation";"Entre 45 et 49 ans";11
"Pays de la Loire";"Médecine physique et réadaptation";"Entre 50 et 54 ans";6
"Pays de la Loire";"Médecine physique et réadaptation";"Entre 55 et 59 ans";19
"Pays de la Loire";"Médecine physique et réadaptation";"Entre 60 et 64 ans";19
"Pays de la Loire";"Médecine physique et réadaptation";"Entre 65 et 69 ans";7
"Pays de la Loire";"Médecine physique et réadaptation";"70 ans et plus";2
"Pays de la Loire";"Néphrologie";"Ensemble tous âges confondus";79
"Pays de la Loire";"Néphrologie";"Moins de 30 ans";1
"Pays de la Loire";"Néphrologie";"Entre 30 et 34 ans";12
"Pays de la Loire";"Néphrologie";"Entre 35 et 39 ans";8
"Pays de la Loire";"Néphrologie";"Entre 40 et 44 ans";13
"Pays de la Loire";"Néphrologie";"Entre 45 et 49 ans";13
"Pays de la Loire";"Néphrologie";"Entre 50 et 54 ans";11
"Pays de la Loire";"Néphrologie";"Entre 55 et 59 ans";11
"Pays de la Loire";"Néphrologie";"Entre 60 et 64 ans";7
"Pays de la Loire";"Néphrologie";"Entre 65 et 69 ans";3
"Pays de la Loire";"Néphrologie";"70 ans et plus";0
"Pays de la Loire";"Neurochirurgie";"Ensemble tous âges confondus";23
"Pays de la Loire";"Neurochirurgie";"Moins de 30 ans";0
"Pays de la Loire";"Neurochirurgie";"Entre 30 et 34 ans";2
"Pays de la Loire";"Neurochirurgie";"Entre 35 et 39 ans";5
"Pays de la Loire";"Neurochirurgie";"Entre 40 et 44 ans";2
"Pays de la Loire";"Neurochirurgie";"Entre 45 et 49 ans";2
"Pays de la Loire";"Neurochirurgie";"Entre 50 et 54 ans";7
"Pays de la Loire";"Neurochirurgie";"Entre 55 et 59 ans";2
"Pays de la Loire";"Neurochirurgie";"Entre 60 et 64 ans";1
"Pays de la Loire";"Neurochirurgie";"Entre 65 et 69 ans";2
"Pays de la Loire";"Neurochirurgie";"70 ans et plus";0
"Pays de la Loire";"Neurologie";"Ensemble tous âges confondus";101
"Pays de la Loire";"Neurologie";"Moins de 30 ans";5
"Pays de la Loire";"Neurologie";"Entre 30 et 34 ans";17
"Pays de la Loire";"Neurologie";"Entre 35 et 39 ans";11
"Pays de la Loire";"Neurologie";"Entre 40 et 44 ans";17
"Pays de la Loire";"Neurologie";"Entre 45 et 49 ans";12
"Pays de la Loire";"Neurologie";"Entre 50 et 54 ans";20
"Pays de la Loire";"Neurologie";"Entre 55 et 59 ans";7
"Pays de la Loire";"Neurologie";"Entre 60 et 64 ans";8
"Pays de la Loire";"Neurologie";"Entre 65 et 69 ans";4
"Pays de la Loire";"Neurologie";"70 ans et plus";0
"Pays de la Loire";"ORL et chirurgie cervico-faciale";"Ensemble tous âges confondus";127
"Pays de la Loire";"ORL et chirurgie cervico-faciale";"Moins de 30 ans";1
"Pays de la Loire";"ORL et chirurgie cervico-faciale";"Entre 30 et 34 ans";14
"Pays de la Loire";"ORL et chirurgie cervico-faciale";"Entre 35 et 39 ans";11
"Pays de la Loire";"ORL et chirurgie cervico-faciale";"Entre 40 et 44 ans";14
"Pays de la Loire";"ORL et chirurgie cervico-faciale";"Entre 45 et 49 ans";17
"Pays de la Loire";"ORL et chirurgie cervico-faciale";"Entre 50 et 54 ans";16
"Pays de la Loire";"ORL et chirurgie cervico-faciale";"Entre 55 et 59 ans";22
"Pays de la Loire";"ORL et chirurgie cervico-faciale";"Entre 60 et 64 ans";20
"Pays de la Loire";"ORL et chirurgie cervico-faciale";"Entre 65 et 69 ans";6
"Pays de la Loire";"ORL et chirurgie cervico-faciale";"70 ans et plus";6
"Pays de la Loire";"Oncologie option médicale";"Ensemble tous âges confondus";52
"Pays de la Loire";"Oncologie option médicale";"Moins de 30 ans";0
"Pays de la Loire";"Oncologie option médicale";"Entre 30 et 34 ans";11
"Pays de la Loire";"Oncologie option médicale";"Entre 35 et 39 ans";6
"Pays de la Loire";"Oncologie option médicale";"Entre 40 et 44 ans";9
"Pays de la Loire";"Oncologie option médicale";"Entre 45 et 49 ans";11
"Pays de la Loire";"Oncologie option médicale";"Entre 50 et 54 ans";6
"Pays de la Loire";"Oncologie option médicale";"Entre 55 et 59 ans";4
"Pays de la Loire";"Oncologie option médicale";"Entre 60 et 64 ans";4
"Pays de la Loire";"Oncologie option médicale";"Entre 65 et 69 ans";1
"Pays de la Loire";"Oncologie option médicale";"70 ans et plus";0
"Pays de la Loire";"Ophtalmologie";"Ensemble tous âges confondus";292
"Pays de la Loire";"Ophtalmologie";"Moins de 30 ans";2
"Pays de la Loire";"Ophtalmologie";"Entre 30 et 34 ans";26
"Pays de la Loire";"Ophtalmologie";"Entre 35 et 39 ans";27
"Pays de la Loire";"Ophtalmologie";"Entre 40 et 44 ans";25
"Pays de la Loire";"Ophtalmologie";"Entre 45 et 49 ans";27
"Pays de la Loire";"Ophtalmologie";"Entre 50 et 54 ans";40
"Pays de la Loire";"Ophtalmologie";"Entre 55 et 59 ans";69
"Pays de la Loire";"Ophtalmologie";"Entre 60 et 64 ans";51
"Pays de la Loire";"Ophtalmologie";"Entre 65 et 69 ans";17
"Pays de la Loire";"Ophtalmologie";"70 ans et plus";8
"Pays de la Loire";"Pédiatrie";"Ensemble tous âges confondus";286
"Pays de la Loire";"Pédiatrie";"Moins de 30 ans";6
"Pays de la Loire";"Pédiatrie";"Entre 30 et 34 ans";37
"Pays de la Loire";"Pédiatrie";"Entre 35 et 39 ans";47
"Pays de la Loire";"Pédiatrie";"Entre 40 et 44 ans";39
"Pays de la Loire";"Pédiatrie";"Entre 45 et 49 ans";34
"Pays de la Loire";"Pédiatrie";"Entre 50 et 54 ans";24
"Pays de la Loire";"Pédiatrie";"Entre 55 et 59 ans";44
"Pays de la Loire";"Pédiatrie";"Entre 60 et 64 ans";35
"Pays de la Loire";"Pédiatrie";"Entre 65 et 69 ans";14
"Pays de la Loire";"Pédiatrie";"70 ans et plus";6
"Pays de la Loire";"Pneumologie";"Ensemble tous âges confondus";124
"Pays de la Loire";"Pneumologie";"Moins de 30 ans";5
"Pays de la Loire";"Pneumologie";"Entre 30 et 34 ans";12
"Pays de la Loire";"Pneumologie";"Entre 35 et 39 ans";12
"Pays de la Loire";"Pneumologie";"Entre 40 et 44 ans";10
"Pays de la Loire";"Pneumologie";"Entre 45 et 49 ans";25
"Pays de la Loire";"Pneumologie";"Entre 50 et 54 ans";16
"Pays de la Loire";"Pneumologie";"Entre 55 et 59 ans";18
"Pays de la Loire";"Pneumologie";"Entre 60 et 64 ans";19
"Pays de la Loire";"Pneumologie";"Entre 65 et 69 ans";6
"Pays de la Loire";"Pneumologie";"70 ans et plus";1
"Pays de la Loire";"Psychiatrie";"Ensemble tous âges confondus";621
"Pays de la Loire";"Psychiatrie";"Moins de 30 ans";14
"Pays de la Loire";"Psychiatrie";"Entre 30 et 34 ans";83
"Pays de la Loire";"Psychiatrie";"Entre 35 et 39 ans";59
"Pays de la Loire";"Psychiatrie";"Entre 40 et 44 ans";43
"Pays de la Loire";"Psychiatrie";"Entre 45 et 49 ans";67
"Pays de la Loire";"Psychiatrie";"Entre 50 et 54 ans";72
"Pays de la Loire";"Psychiatrie";"Entre 55 et 59 ans";112
"Pays de la Loire";"Psychiatrie";"Entre 60 et 64 ans";108
"Pays de la Loire";"Psychiatrie";"Entre 65 et 69 ans";51
"Pays de la Loire";"Psychiatrie";"70 ans et plus";12
"Pays de la Loire";"Radiodiagnostic et imagerie médicale";"Ensemble tous âges confondus";340
"Pays de la Loire";"Radiodiagnostic et imagerie médicale";"Moins de 30 ans";1
"Pays de la Loire";"Radiodiagnostic et imagerie médicale";"Entre 30 et 34 ans";22
"Pays de la Loire";"Radiodiagnostic et imagerie médicale";"Entre 35 et 39 ans";31
"Pays de la Loire";"Radiodiagnostic et imagerie médicale";"Entre 40 et 44 ans";34
"Pays de la Loire";"Radiodiagnostic et imagerie médicale";"Entre 45 et 49 ans";48
"Pays de la Loire";"Radiodiagnostic et imagerie médicale";"Entre 50 et 54 ans";51
"Pays de la Loire";"Radiodiagnostic et imagerie médicale";"Entre 55 et 59 ans";76
"Pays de la Loire";"Radiodiagnostic et imagerie médicale";"Entre 60 et 64 ans";52
"Pays de la Loire";"Radiodiagnostic et imagerie médicale";"Entre 65 et 69 ans";19
"Pays de la Loire";"Radiodiagnostic et imagerie médicale";"70 ans et plus";6
"Pays de la Loire";"Radiothérapie";"Ensemble tous âges confondus";42
"Pays de la Loire";"Radiothérapie";"Moins de 30 ans";0
"Pays de la Loire";"Radiothérapie";"Entre 30 et 34 ans";4
"Pays de la Loire";"Radiothérapie";"Entre 35 et 39 ans";8
"Pays de la Loire";"Radiothérapie";"Entre 40 et 44 ans";6
"Pays de la Loire";"Radiothérapie";"Entre 45 et 49 ans";4
"Pays de la Loire";"Radiothérapie";"Entre 50 et 54 ans";4
"Pays de la Loire";"Radiothérapie";"Entre 55 et 59 ans";8
"Pays de la Loire";"Radiothérapie";"Entre 60 et 64 ans";5
"Pays de la Loire";"Radiothérapie";"Entre 65 et 69 ans";2
"Pays de la Loire";"Radiothérapie";"70 ans et plus";1
"Pays de la Loire";"Réanimation médicale";"Ensemble tous âges confondus";23
"Pays de la Loire";"Réanimation médicale";"Moins de 30 ans";0
"Pays de la Loire";"Réanimation médicale";"Entre 30 et 34 ans";1
"Pays de la Loire";"Réanimation médicale";"Entre 35 et 39 ans";4
"Pays de la Loire";"Réanimation médicale";"Entre 40 et 44 ans";7
"Pays de la Loire";"Réanimation médicale";"Entre 45 et 49 ans";5
"Pays de la Loire";"Réanimation médicale";"Entre 50 et 54 ans";4
"Pays de la Loire";"Réanimation médicale";"Entre 55 et 59 ans";1
"Pays de la Loire";"Réanimation médicale";"Entre 60 et 64 ans";1
"Pays de la Loire";"Réanimation médicale";"Entre 65 et 69 ans";0
"Pays de la Loire";"Réanimation médicale";"70 ans et plus";0
"Pays de la Loire";"Recherche médicale";"Ensemble tous âges confondus";0
"Pays de la Loire";"Recherche médicale";"Moins de 30 ans";0
"Pays de la Loire";"Recherche médicale";"Entre 30 et 34 ans";0
"Pays de la Loire";"Recherche médicale";"Entre 35 et 39 ans";0
"Pays de la Loire";"Recherche médicale";"Entre 40 et 44 ans";0
"Pays de la Loire";"Recherche médicale";"Entre 45 et 49 ans";0
"Pays de la Loire";"Recherche médicale";"Entre 50 et 54 ans";0
"Pays de la Loire";"Recherche médicale";"Entre 55 et 59 ans";0
"Pays de la Loire";"Recherche médicale";"Entre 60 et 64 ans";0
"Pays de la Loire";"Recherche médicale";"Entre 65 et 69 ans";0
"Pays de la Loire";"Recherche médicale";"70 ans et plus";0
"Pays de la Loire";"Rhumatologie";"Ensemble tous âges confondus";108
"Pays de la Loire";"Rhumatologie";"Moins de 30 ans";3
"Pays de la Loire";"Rhumatologie";"Entre 30 et 34 ans";12
"Pays de la Loire";"Rhumatologie";"Entre 35 et 39 ans";9
"Pays de la Loire";"Rhumatologie";"Entre 40 et 44 ans";7
"Pays de la Loire";"Rhumatologie";"Entre 45 et 49 ans";14
"Pays de la Loire";"Rhumatologie";"Entre 50 et 54 ans";16
"Pays de la Loire";"Rhumatologie";"Entre 55 et 59 ans";22
"Pays de la Loire";"Rhumatologie";"Entre 60 et 64 ans";17
"Pays de la Loire";"Rhumatologie";"Entre 65 et 69 ans";7
"Pays de la Loire";"Rhumatologie";"70 ans et plus";1
"Pays de la Loire";"Santé publique et médecine sociale";"Ensemble tous âges confondus";55
"Pays de la Loire";"Santé publique et médecine sociale";"Moins de 30 ans";1
"Pays de la Loire";"Santé publique et médecine sociale";"Entre 30 et 34 ans";7
"Pays de la Loire";"Santé publique et médecine sociale";"Entre 35 et 39 ans";9
"Pays de la Loire";"Santé publique et médecine sociale";"Entre 40 et 44 ans";5
"Pays de la Loire";"Santé publique et médecine sociale";"Entre 45 et 49 ans";9
"Pays de la Loire";"Santé publique et médecine sociale";"Entre 50 et 54 ans";8
"Pays de la Loire";"Santé publique et médecine sociale";"Entre 55 et 59 ans";8
"Pays de la Loire";"Santé publique et médecine sociale";"Entre 60 et 64 ans";7
"Pays de la Loire";"Santé publique et médecine sociale";"Entre 65 et 69 ans";1
"Pays de la Loire";"Santé publique et médecine sociale";"70 ans et plus";0
"Pays de la Loire";"Généralistes";"Ensemble tous âges confondus";5299
"Pays de la Loire";"Généralistes";"Moins de 30 ans";142
"Pays de la Loire";"Généralistes";"Entre 30 et 34 ans";536
"Pays de la Loire";"Généralistes";"Entre 35 et 39 ans";472
"Pays de la Loire";"Généralistes";"Entre 40 et 44 ans";498
"Pays de la Loire";"Généralistes";"Entre 45 et 49 ans";581
"Pays de la Loire";"Généralistes";"Entre 50 et 54 ans";760
"Pays de la Loire";"Généralistes";"Entre 55 et 59 ans";979
"Pays de la Loire";"Généralistes";"Entre 60 et 64 ans";900
"Pays de la Loire";"Généralistes";"Entre 65 et 69 ans";354
"Pays de la Loire";"Généralistes";"70 ans et plus";77
